institution_number,institution_name,type,first_date,last_date,num_months
21938,VIRDEN MORTGAGE SERVICES LP,Originator,2010-05-01,2010-12-01,7
21940,ANCHOR FUNDING CORPORATION,Originator,2010-05-01,2013-12-01,44
21940,ANCHOR FUNDING CORPORATION,Sponsor,2011-07-01,2011-07-01,1
21941,MORTGAGE LENDING GROUP INC,Originator,2010-05-01,2011-04-01,12
21942,HAWAII MORTGAGE RESOURCES LLC,Originator,2010-08-01,2011-01-01,2
21947,FIRST AMERICAN REALTY CAPITAL CORP,Sponsor,2011-01-01,2011-01-01,1
21957,WRIGHT FINANCIAL INC,Originator,2010-06-01,2011-01-01,6
21958,CRAFTSMAN MORTGAGE LLC,Originator,2010-05-01,2010-05-01,1
21959,MOUNTAIN FIRST BANK AND TRUST,Originator,2010-05-01,2011-05-01,9
21961,USA LENDING INC,Originator,2010-08-01,2010-08-01,1
21962,FRONTIER BANK,Originator,2010-07-01,2012-03-01,10
21966,FIRST NATIONAL BANK OF BALLINGER,Originator,2010-05-01,2011-01-01,9
21968,PROVIDENCE MORTGAGE CORP,Originator,2010-05-01,2010-05-01,1
21979,MIDWEST FUNDING GROUP LLC,Originator,2010-05-01,2011-01-01,9
21993,GVC MORTGAGE INC,Originator,2010-05-01,2025-06-01,182
21993,GVC MORTGAGE INC,Sponsor,2011-04-01,2023-02-01,8
21994,HERITAGE SOUTH COMMUNITY CREDIT UNION,Originator,2010-07-01,2011-01-01,4
21996,MERIDIAN RESIDENTIAL CAPITAL LLC,Originator,2010-05-01,2015-08-01,64
21996,"FM HOME LOANS, LLC",Originator,2015-09-01,2025-06-01,118
21996,MERIDIAN RESIDENTIAL CAPITAL LLC,Sponsor,2010-06-01,2010-12-01,3
21996,"FM HOME LOANS, LLC",Sponsor,2023-07-01,2023-07-01,1
21998,"UNIVERSAL EXECUTIVE GROUP, INC.",Originator,2010-05-01,2011-04-01,10
21999,ALL CREDIT MORTGAGE INC,Originator,2010-05-01,2010-07-01,2
22,"ADVISORS CAPITAL, INC",Originator,2014-10-01,2022-12-01,89
220,THE GOLDEN 1 CREDIT UNION,Originator,2018-07-01,2025-06-01,66
22004,TCF NATIONAL BANK,Originator,2014-05-01,2021-06-01,83
22004,TCF NATIONAL BANK,Sponsor,2019-03-01,2019-03-01,1
22009,SUNCAP MORTGAGE INC,Originator,2010-05-01,2011-04-01,11
22013,GENERATION MORTGAGE ASSOCIATES LLC,Originator,2010-05-01,2011-03-01,11
22015,BREMER BANK NA,Originator,2010-06-01,2015-02-01,55
22015,BREMER BANK NA,Sponsor,2010-05-01,2012-04-01,12
22016,GREEN STREET MORTGAGE LENDERS,Originator,2010-05-01,2010-11-01,7
22020,BREMER BANK NA,Originator,2010-05-01,2011-02-01,10
22022,BREMER BANK NA,Originator,2010-05-01,2011-01-01,9
22024,NEIGHBORHOOD MORTGAGE INC,Originator,2010-05-01,2011-06-01,12
22029,COLORADO CREDIT UNION,Originator,2010-05-01,2011-02-01,3
22038,BAGGETT INC,Originator,2010-05-01,2011-03-01,11
22044,EVB MORTGAGE LLC,Originator,2010-05-01,2011-03-01,10
22048,AMERINET FINANCIAL LLC,Originator,2010-05-01,2010-08-01,2
22056,PALADIN FINANCIAL SERVICES CORP,Originator,2010-05-01,2011-02-01,5
22061,BREMER BANK NA,Originator,2010-06-01,2010-12-01,6
22064,ENCORE MORTGAGE ENTERPRISES INC,Originator,2010-05-01,2010-10-01,5
22065,HOME FEDERAL SAVINGS BANK,Originator,2010-05-01,2024-10-01,153
22071,FEDERATED MORTGAGE CORP,Originator,2010-05-01,2011-03-01,11
22082,PEOPLES STATE BANK OF COMMERCE,Originator,2010-05-01,2011-02-01,10
22085,FIRST MINNESOTA BANK,Originator,2010-05-01,2011-02-01,9
22087,COMPASS LENDING SOLUTIONS LLC,Originator,2010-05-01,2010-12-01,8
22091,HIGH POINT MORTGAGE CORP,Originator,2010-05-01,2011-06-01,13
22092,BREMER BANK NA,Originator,2010-05-01,2010-12-01,8
22102,MINNWEST BANK MONTEVIDEO,Originator,2010-05-01,2010-12-01,4
22104,DELTA LOANS LLC,Originator,2010-06-01,2010-06-01,1
22110,MINNWEST BANK SOUTH,Originator,2010-05-01,2010-12-01,3
22112,CHESAPEAKE MORTGAGE FUNDING LLC,Originator,2010-05-01,2011-03-01,11
22113,WYATT MORTGAGE INC,Originator,2010-06-01,2011-05-01,7
22128,FIRST FARMERS AND MERCHANTS NAT'L BANK,Originator,2010-05-01,2011-01-01,5
22133,AMERICAN SOUTHERN MORTGAGE SERVICES LLC,Originator,2010-05-01,2011-07-01,15
22141,FIRST FMRS AND MERCHANTS NA BK,Originator,2010-09-01,2011-01-01,3
22147,MOUNTAIN RIDGE MORTGAGE INC,Originator,2010-06-01,2010-07-01,2
22148,HOMESTEAD MORTGAGE COMPANY LLC,Originator,2010-05-01,2014-07-01,48
22148,"HOMESITE MORTGAGE, LLC",Originator,2014-08-01,2025-06-01,124
22153,UNITED BANK AND TRUST,Originator,2010-05-01,2014-09-01,51
22154,AMERICAN SOUTH LENDING INC,Originator,2010-05-01,2011-02-01,10
22154,AMERICAN SOUTH LENDING INC,Sponsor,2010-05-01,2010-12-01,3
22159,FIRST NATIONAL BANK,Originator,2010-07-01,2010-12-01,4
22162,FAMILY SECURITY CREDIT UNION,Originator,2010-06-01,2010-12-01,3
22177,VERITAS FUNDING LLC,Originator,2010-05-01,2025-06-01,182
22177,VERITAS FUNDING LLC,Sponsor,2010-05-01,2023-04-01,27
22178,STATE BANK OF DELANO,Originator,2010-12-01,2010-12-01,1
22189,FRANK J WEAVER INC,Originator,2010-05-01,2011-07-01,14
22195,GLOBAL ONE LENDING INC,Originator,2010-05-01,2011-10-01,13
22203,SECURITY STATE BANK HIBBING,Originator,2010-06-01,2011-02-01,8
22205,TIMBERLINE BANK,Originator,2010-06-01,2010-12-01,5
22206,THAYER FINANCIAL CORP,Originator,2010-05-01,2011-03-01,11
22209,WYMAC CAPITAL INC,Originator,2010-05-01,2011-05-01,11
22210,FIRST STEP MORTGAGE GROUP INC,Originator,2010-05-01,2010-07-01,3
22210,1ST STEP MORTGAGE GROUP INC,Originator,2010-08-01,2013-02-01,31
22225,TWESME ASSOCIATES INC,Originator,2010-05-01,2011-02-01,10
22226,LEWISTON STATE BANK,Originator,2010-05-01,2011-03-01,6
22229,NORTHSTAR BANK OF TEXAS,Originator,2010-05-01,2013-05-01,37
22230,LEGACY MORTGAGE SERVICES INC,Originator,2010-05-01,2011-02-01,9
22232,BREMER BANK NA,Originator,2010-06-01,2011-01-01,8
22233,CITIZENS BANK OF ADA,Originator,2010-05-01,2025-06-01,152
22248,BAYMONT FINANCIAL LTD,Originator,2010-05-01,2011-02-01,10
22251,RILLITO MORTGAGE & INVESTMENT LLC,Originator,2010-05-01,2010-09-01,4
22252,MERCHANTS BANK NA,Originator,2010-05-01,2025-05-01,133
22254,GLOBAL ADVISORY GROUP INC,Originator,2010-05-01,2014-07-01,51
22254,GLOBAL ADVISORY GROUP INC,Sponsor,2010-08-01,2010-08-01,1
22256,FIRST STATE BANK ST JOSEPH,Originator,2010-06-01,2010-11-01,3
22257,SENIOR AMERICAN FUNDING INC,Originator,2010-12-01,2010-12-01,1
22263,NORTH SHORE BANK OF COMMERCE,Originator,2010-05-01,2025-06-01,161
22263,NORTH SHORE BANK OF COMMERCE,Sponsor,2014-06-01,2014-06-01,1
22283,1ST SIGNATURE LENDING LLC,Originator,2010-05-01,2025-06-01,181
22283,1ST SIGNATURE LENDING LLC,Sponsor,2011-11-01,2011-11-01,1
22287,FIRST ALLIED HOME MORTGAGE LLC,Originator,2010-05-01,2011-09-01,16
22288,CROWDER MORTGAGE LLC,Originator,2010-06-01,2010-06-01,1
22289,USA MORTGAGE CORPORATION,Originator,2010-07-01,2011-01-01,7
22294,PATHFINDER MORTGAGE GROUP INC,Originator,2010-06-01,2010-10-01,3
22298,STEARNS BANK NATIONAL ASSOCIATION,Originator,2010-06-01,2015-10-01,42
22299,AMERICA'S PREMIER MORTGAGE INC,Originator,2010-07-01,2010-07-01,1
22316,GRAND PEAK MORTGAGE & FINANCIAL SERVICES,Originator,2010-06-01,2010-12-01,6
22326,METROPOLITAN NATIONWIDE MORTGAGE LLC,Originator,2010-05-01,2011-03-01,11
22332,ADVANTAGE LENDING GROUP INC,Originator,2010-05-01,2011-01-01,9
22335,WEST TEXAS NATIONAL BANK,Originator,2010-05-01,2010-09-01,3
22341,W/E MORTGAGE SERVICES INC,Originator,2010-05-01,2011-05-01,10
22343,NORTH STAR HOME LENDING LLC,Originator,2010-05-01,2010-12-01,7
22348,SAME DAY LENDING INC,Originator,2010-07-01,2011-04-01,7
22350,OMNI BANK,Originator,2010-05-01,2011-08-01,14
22354,SECURITY BANK USA,Originator,2010-06-01,2010-09-01,4
22356,ACM MORTGAGE SERVICES LLC,Originator,2010-07-01,2011-06-01,8
22362,ALLIED FIRST BANK,Originator,2010-05-01,2011-02-01,10
22365,COMMUNITY BANK,Originator,2010-06-01,2010-09-01,2
22373,STREBER MORTGAGE LLC,Originator,2010-05-01,2011-05-01,13
22377,MAGELLAN HARBOR LENDING LLC,Originator,2010-05-01,2010-08-01,3
22379,APEX MORTGAGE LLC,Originator,2010-05-01,2010-08-01,3
22388,PREMIER MORTGAGE SERVICES LLC,Originator,2010-05-01,2010-09-01,5
22396,KASH MORTGAGE COMPANY INC,Originator,2010-05-01,2010-07-01,3
22397,CORE MORTGAGE GROUP LLC,Originator,2010-05-01,2010-11-01,7
224,"NMSI, INC.",Originator,2016-05-01,2025-06-01,65
224,"NMSI, INC.",Sponsor,2016-04-01,2025-06-01,72
22404,SUMMIT NATIONAL MORTGAGE LLC,Originator,2010-05-01,2011-04-01,12
22406,SUMMIT FIRST FINANCIAL LLC,Originator,2010-05-01,2011-03-01,10
22411,MUTUAL SAVINGS BANK,Originator,2010-06-01,2010-06-01,1
22419,MACATAWA BANK,Originator,2010-05-01,2020-04-01,72
22423,FIRST FINANCIAL MORTGAGE CORP INC,Originator,2010-05-01,2011-01-01,8
22426,SYNERGY CAPITAL MORTGAGE CORP,Originator,2010-05-01,2010-08-01,4
22435,PERSONAL HOME MORTGAGE SERVICES INC,Originator,2010-08-01,2010-08-01,1
22439,LAKE REGION BANK,Originator,2010-07-01,2011-01-01,6
22443,HOME SAVINGS OF AMERICA,Originator,2010-05-01,2012-09-01,27
22443,HOME SAVINGS OF AMERICA,Sponsor,2010-05-01,2012-05-01,25
22445,ACCESS CAPITAL FUNDING LLC,Originator,2010-05-01,2011-03-01,11
22447,AMERICAN FEDERAL BANK,Originator,2010-05-01,2025-06-01,52
22451,EXIGENT MORTGAGE CORPORATION,Originator,2010-06-01,2011-02-01,5
22452,GREAT EAST MORTGAGE LLC,Originator,2010-05-01,2011-04-01,12
22458,AUSTIN CAPITAL MORTGAGE INC,Originator,2010-05-01,2011-02-01,10
22461,PROFESSIONAL FINANCIAL SERVICES OF AZ,Originator,2010-05-01,2011-04-01,12
22467,STERLING LENDING GROUP INC,Originator,2010-05-01,2010-12-01,7
22468,FIRST CHANCE MORTGAGE INC,Originator,2010-05-01,2011-02-01,10
22469,P T K CONSULTING INC,Originator,2010-07-01,2011-01-01,3
22476,BANK STAR,Originator,2010-05-01,2013-01-01,33
22479,RESIDENT LENDING GROUP INC,Originator,2010-05-01,2011-04-01,12
22481,TENN LOAN INC,Originator,2010-05-01,2011-03-01,4
22485,FIDELITY FINANCIAL MORTGAGE CORPORATION,Originator,2010-05-01,2011-07-01,12
22492,WORLDWIDE CAPITAL MORTGAGE CORPORATION,Originator,2010-05-01,2011-04-01,10
22493,THE LITTLE BANK INC,Originator,2010-06-01,2011-02-01,8
22494,AMITY MORTGAGE CORP,Originator,2010-05-01,2011-02-01,8
22502,PATRION MORTGAGE LLC,Originator,2010-05-01,2011-05-01,13
22508,ADVANCED MORTGAGE LLC,Originator,2010-05-01,2011-02-01,10
22513,COMMUNITY DEVELOPMENT BANK FSB,Originator,2011-05-01,2011-05-01,1
22514,CHRISTOPHER INVESTMENT,Originator,2010-05-01,2011-05-01,9
22515,PARAGON NATIONAL BANK,Originator,2010-05-01,2014-04-01,34
22515,PARAGON BANK,Originator,2014-05-01,2022-05-01,29
22517,UNITED FINANCIAL MANAGEMENT GROUP INC,Originator,2010-05-01,2010-07-01,2
22518,CATHOLIC CREDIT UNION,Originator,2010-05-01,2011-05-01,4
22519,SIGNATURE BANK,Originator,2010-05-01,2010-06-01,2
22526,FLAGSHIP BANK MINNESOTA,Originator,2010-07-01,2011-05-01,3
22527,TWO RIVER COMMUNITY BANK,Originator,2010-06-01,2011-04-01,5
22530,CREDIT UNION OF TEXAS,Originator,2010-05-01,2011-02-01,10
22541,NORTH GEORGIA BANK,Originator,2010-05-01,2010-11-01,4
22542,EAST BOSTON SAVINGS BANK,Originator,2010-08-01,2021-02-01,38
22543,CORAL MORTGAGE BANKERS CORPORATION,Originator,2010-05-01,2017-02-01,46
22543,CORAL MORTGAGE BANKERS CORPORATION,Sponsor,2010-05-01,2011-01-01,5
22544,VALLEY MORTGAGE FINANCIAL,Originator,2010-05-01,2011-01-01,7
22545,20TH CENTURY HOME LOAN INC,Originator,2010-05-01,2011-03-01,10
22550,SAFE HAVEN MORTGAGE LLC,Originator,2010-05-01,2011-04-01,6
22551,"EPIX FUNDING GROUP, INC.",Originator,2010-05-01,2010-08-01,4
22555,EASTWOOD BANK,Originator,2010-05-01,2011-06-01,10
22556,FOX VALLEY FINANCIAL LLC,Originator,2010-05-01,2011-02-01,10
22563,WALDEN MORTGAGE GROUP LLC,Originator,2010-05-01,2011-08-01,13
22566,BRIMFIELD BANK,Originator,2010-05-01,2011-02-01,10
22567,BORBA INVESTMENTS INC,Originator,2010-05-01,2011-02-01,9
22572,CITIZENS STATE BANK NORWOOD YOUNG AMERIC,Originator,2010-05-01,2011-04-01,9
22573,3RD GENERATION MORTGAGE LLC,Originator,2010-05-01,2011-03-01,11
22581,PRIORITY MORTGAGE INC,Originator,2010-05-01,2010-12-01,5
22586,MTH LENDING GROUP LP,Originator,2010-05-01,2011-03-01,11
22587,OAK TREE FUNDING LLC,Originator,2010-05-01,2011-04-01,12
22589,CASTLE MORTGAGE CORP,Originator,2010-05-01,2011-08-01,15
22591,PRESTIGE MORTGAGE SERVICES INC,Originator,2010-05-01,2011-02-01,10
22592,LIVINGSTON LENDING LLC,Originator,2010-06-01,2011-04-01,8
22599,ROWLETT MORTGAGE LENDING LTD,Originator,2010-05-01,2011-08-01,12
22600,EVABANK,Originator,2010-07-01,2017-10-01,38
22601,NORTHWESTERN BANK NA,Originator,2010-05-01,2011-06-01,8
22602,MORTGAGE EXPRESS,Originator,2010-05-01,2010-11-01,5
22603,THE MORTGAGE WAREHOUSE LLC,Originator,2010-05-01,2025-06-01,144
22605,CONNECTICUT MORTGAGE SERVICES INC,Originator,2010-05-01,2011-03-01,11
22607,MORTGAGE SOLUTIONS OF GEORGIA LLC,Originator,2010-05-01,2011-04-01,11
22615,THE PEOPLES STATE BANK,Originator,2010-05-01,2010-11-01,6
22616,1ST OPTION FINANCIAL LLC,Originator,2010-05-01,2010-11-01,5
22618,CROSS KEY BANK,Originator,2010-05-01,2022-11-01,53
22620,FIRST LIBERTY FINANCIAL GROUP LLC,Originator,2010-05-01,2017-03-01,82
22620,FIRST LIBERTY FINANCIAL GROUP LLC,Sponsor,2010-08-01,2010-12-01,2
22624,MORTGAGE HEADQUARTERS INC,Originator,2010-05-01,2011-04-01,12
22628,RESIDENTIAL HOME LOAN CENTERS LLC,Originator,2010-05-01,2010-07-01,3
22629,MORTGAGE 1ST INC,Originator,2010-05-01,2011-07-01,12
22633,OXFORD MORTGAGE CORPORATION LLC,Originator,2010-05-01,2011-03-01,11
22636,FAIRWAY LENDING GROUP INC,Originator,2010-06-01,2010-08-01,3
22637,LAKES STATE BANK,Originator,2010-09-01,2010-09-01,1
22643,GREAT LAKES MORTGAGE FUNDING INC,Originator,2010-05-01,2011-01-01,9
22646,HIGHLAND BANK,Originator,2010-06-01,2011-02-01,3
22647,FIRST COMMUNITY BANK OF CENTRAL ALABAMA,Originator,2010-05-01,2011-01-01,9
22648,HOMETOWN BANK NA,Originator,2010-05-01,2015-06-01,29
22653,LEADER ONE FINANCIAL CORPORATION,Originator,2010-05-01,2025-06-01,182
22653,LEADER ONE FINANCIAL CORPORATION,Sponsor,2012-01-01,2024-01-01,106
22654,THE COMMERCIAL SAVINGS BANK,Originator,2010-05-01,2011-09-01,12
22664,PARAGON COMMERCIAL BANK,Originator,2010-06-01,2011-06-01,4
22673,TRI STONE COMMUNITY BANK,Originator,2010-06-01,2010-06-01,1
22675,QUALTRUST CREDIT UNION,Originator,2010-06-01,2011-01-01,7
22677,ROUNDBANK,Originator,2010-05-01,2011-01-01,6
22689,INTERMOUNTAIN INDUSTRIES INC,Originator,2010-05-01,2011-04-01,12
22689,INTERMOUNTAIN INDUSTRIES INC,Sponsor,2010-10-01,2011-01-01,3
22692,PEOPLES BANK OF BEDFORD COUNTY,Originator,2010-06-01,2011-02-01,8
22696,FIRST FEDERAL BANK,Originator,2010-07-01,2010-11-01,3
22696,RIVERWOOD BANK BEMIDJI,Originator,2013-09-01,2017-11-01,9
22696,RIVERWOOD BANK,Originator,2018-01-01,2021-02-01,4
22699,SENIOR REVERSE MORTGAGE SERVICES INC,Originator,2010-05-01,2010-11-01,2
22704,ADVANCED MORTGAGE CORPORATION,Originator,2010-05-01,2010-12-01,6
22708,HOME SOURCE LENDING INC,Originator,2010-05-01,2011-05-01,11
22710,TRADEMARK MORTGAGE LLC,Originator,2010-05-01,2011-05-01,12
22715,LEGACY NATIONAL BANK,Originator,2010-05-01,2024-09-01,113
22719,VERMILLION STATE BANK,Originator,2010-05-01,2011-02-01,8
22720,VANDERWEY INVESTMENTS LLC,Originator,2010-05-01,2011-06-01,12
22725,VICTORY MORTGAGE INC,Originator,2010-05-01,2011-03-01,9
22732,FIRST COMMERCE BANK,Originator,2010-08-01,2010-12-01,3
22736,GUM TREE MORTGAGE LLC,Originator,2010-05-01,2012-01-01,19
22737,MIDWEST FAMILY LENDING CORPORATION,Originator,2010-05-01,2011-04-01,12
22741,ETW LP,Originator,2010-05-01,2010-09-01,4
22744,FUTURESAFE FINANCIAL CORPORATION,Originator,2010-11-01,2010-12-01,2
22752,MORTGAGE FIRST DIRECT INC,Originator,2010-07-01,2011-04-01,6
22763,AMERICARE INVESTMENT GROUP INC,Originator,2010-07-01,2011-03-01,2
22765,WELCOME HOME MORTGAGE INC,Originator,2010-09-01,2011-01-01,2
22767,DLF ENTERPRISES INC,Originator,2010-05-01,2011-04-01,9
22768,APEX FUNDING INC,Originator,2010-05-01,2010-10-01,5
22787,TERRAVISTA MORTGAGE LP,Originator,2010-09-01,2010-09-01,1
22791,RAPID RESPONSE MORTGAGE SERVICES LLC,Originator,2010-05-01,2011-04-01,10
22795,FIRST NATIONAL BANK OF MIDLAND,Originator,2010-05-01,2010-07-01,3
22795,"FIRSTCAPITAL BANK OF TEXAS, NATIONAL ASS",Originator,2010-08-01,2019-04-01,97
22795,"FIRSTCAPITAL BANK OF TEXAS, NATIONAL ASS",Sponsor,2013-06-01,2013-06-01,1
22796,AMERICAN HALLMARK MORTGAGE CORPORATION,Originator,2010-05-01,2011-02-01,10
22801,COBBLESTONE GROUP LLC,Originator,2010-05-01,2011-04-01,12
22804,UTAH FIRST CREDIT UNION,Originator,2010-06-01,2011-04-01,7
22805,CHARTER WEST NATIONAL BANK,Originator,2010-05-01,2015-11-01,67
22805,CHARTER WEST BANK,Originator,2015-12-01,2025-06-01,115
22806,DEVOR MORTGAGE INVESTMENT CORPORATION,Originator,2010-05-01,2011-03-01,5
22807,LEGACY MORTGAGE GROUP LLC,Originator,2010-05-01,2010-05-01,1
22808,ALL AMERICAN HOME LENDING INC,Originator,2010-05-01,2011-05-01,12
22811,TRI COUNTY MORTGAGE CORPORATION,Originator,2010-05-01,2011-01-01,5
22812,LEXINGTON INVESTMENT MORTGAGE CO LLC,Originator,2010-05-01,2011-01-01,4
22813,SHARPE MORT LENDING SERVICE OF GEORGIA,Originator,2010-05-01,2011-03-01,11
22816,THE BANK OF JACKSON,Originator,2010-05-01,2024-03-01,85
22817,BAY BANK,Originator,2010-05-01,2010-10-01,2
22823,AMERICAN ADVISORS GROUP,Originator,2018-10-01,2023-01-01,38
22853,MORTGAGE WORLD INC,Originator,2010-06-01,2010-06-01,1
22857,LAKEWOOD BANK NA,Originator,2010-05-01,2011-02-01,8
22861,BRAINERD SAVINGS AND LOAN,Originator,2010-05-01,2021-02-01,63
22865,BANK OF MISSOURI THE,Originator,2010-05-01,2016-09-01,52
22866,LOANSMART INC,Originator,2010-10-01,2010-10-01,1
22869,ADVANTAGE LENDING LLC,Originator,2010-05-01,2011-03-01,10
22872,RAZOR MORTGAGE LLC,Originator,2010-05-01,2011-01-01,9
22874,COASTAL BANK,Originator,2010-06-01,2010-10-01,2
22876,1ST FINANCIAL MORTGAGE OF WISCONSIN INC,Originator,2010-05-01,2011-02-01,10
22881,FNB BANK,Originator,2010-05-01,2010-10-01,3
22885,COASTAL COMMERCE BANK,Originator,2010-05-01,2011-07-01,10
22886,CAROLINA TRUST BANK,Originator,2010-05-01,2010-12-01,6
22887,FT FINANCIAL INC,Originator,2010-05-01,2011-03-01,9
22889,SUMNER BANK AND TRUST,Originator,2010-05-01,2015-04-01,52
22892,FIRST COMMUNITY BANK OF EASTERN ARKANSAS,Originator,2010-07-01,2010-07-01,1
22895,AGHERITAGE FARM CREDIT SERVICES FLCA,Originator,2010-06-01,2010-09-01,3
22916,OPES ADVISORS INC,Originator,2010-05-01,2017-09-01,89
22916,OPES ADVISORS INC,Sponsor,2010-05-01,2010-11-01,5
22919,PHL LLC,Originator,2010-05-01,2010-06-01,2
22926,A-1 LENDING GROUP INC,Originator,2010-05-01,2010-09-01,2
22932,RIVER VALLEY MORTGAGE INC,Originator,2010-05-01,2011-02-01,9
22936,MULTI-STATE HOME LENDING INC,Originator,2010-05-01,2012-01-01,20
22942,ACRE MORTGAGE & FINANCIAL INC,Originator,2010-05-01,2025-06-01,182
22942,ACRE MORTGAGE & FINANCIAL INC,Sponsor,2013-10-01,2016-05-01,2
22944,PARAMOUNT RESIDENTIAL MORTGAGE GROUP INC,Originator,2010-05-01,2025-06-01,182
22944,PARAMOUNT RESIDENTIAL MORTGAGE GROUP INC,Sponsor,2010-05-01,2025-06-01,181
22947,GREEN TREE SERVICING LLC,Originator,2010-07-01,2015-07-01,21
22947,DITECH FINANCIAL LLC,Originator,2015-08-01,2020-04-01,57
22947,GREEN TREE SERVICING LLC,Sponsor,2010-06-01,2011-02-01,7
22947,DITECH FINANCIAL LLC,Sponsor,2015-10-01,2020-07-01,57
22949,VIRGINIA FIRST MTG FUNDING LLC,Originator,2010-05-01,2011-01-01,9
22959,FIRST ARKANSAS FINANCIAL INC,Originator,2010-05-01,2019-01-01,70
22959,"FIRSTTRUST HOME LOANS, INC.",Originator,2019-02-01,2025-06-01,77
22959,FIRST ARKANSAS FINANCIAL INC,Sponsor,2017-12-01,2019-01-01,12
22959,"FIRSTTRUST HOME LOANS, INC.",Sponsor,2019-02-01,2024-04-01,44
22966,STERLING STATE BANK,Originator,2010-05-01,2011-01-01,8
22970,BANK OF KANSAS,Originator,2010-10-01,2011-02-01,4
22981,FIRST NATIONAL BANK,Originator,2010-05-01,2013-03-01,18
22981,GRANITE COMMUNITY BANK,Originator,2013-07-01,2021-10-01,23
22981,GRANITE BANK,Originator,2024-02-01,2025-06-01,17
22985,"LIBERTY SAVINGS BANK,FSB",Originator,2010-05-01,2016-01-01,69
22985,LIBERTY BANK MINNESOTA,Originator,2016-02-01,2024-11-01,73
22985,"LIBERTY SAVINGS BANK,FSB",Sponsor,2015-11-01,2015-11-01,1
22986,SPIRE FEDERAL CREDIT UNION,Originator,2010-05-01,2011-02-01,6
22987,SECURITY BANK WACONIA,Originator,2010-06-01,2011-07-01,7
22995,WELLS FARGO BANK NA,Originator,2010-05-01,2025-06-01,182
22995,WELLS FARGO BANK NA,Sponsor,2010-05-01,2024-06-01,67
23,AMERIHOME FINANCIAL LLC,Originator,2014-09-01,2014-10-01,2
23,HOMESIDE FINANCIAL LLC,Originator,2014-12-01,2021-07-01,80
23,"LOWER, LLC",Originator,2021-08-01,2025-06-01,47
23,HOMESIDE FINANCIAL LLC,Sponsor,2015-11-01,2020-12-01,9
23,"LOWER, LLC",Sponsor,2022-08-01,2025-06-01,35
230,THE CITIZENS BANK,Originator,2016-04-01,2018-02-01,16
23004,BRITTON & KOONTZ BK NATIONAL ASSOCIATION,Originator,2010-05-01,2014-03-01,46
23004,BRITTON & KOONTZ BK NATIONAL ASSOCIATION,Sponsor,2011-05-01,2011-05-01,1
23006,CHAMPION MORTGAGE LLC,Originator,2010-05-01,2011-05-01,9
23009,BANCORPSOUTH BANK,Originator,2010-05-01,2021-10-01,138
23009,CADENCE BANK,Originator,2021-11-01,2025-06-01,44
23011,FIRST ALLIANCE HOME MORTGAGE LLC,Originator,2010-05-01,2025-06-01,172
23011,FIRST ALLIANCE HOME MORTGAGE LLC,Sponsor,2012-11-01,2025-06-01,3
23016,BANKFIRST FINANCIAL SERVICES,Originator,2010-05-01,2025-06-01,48
23019,MORTGAGE SOLUTIONS NETWORK INC,Originator,2010-05-01,2011-03-01,11
23020,DEDICATED MORTGAGE ASSOCIATES LLC,Originator,2010-05-01,2010-09-01,5
23021,RYAN MORTGAGE LLC,Originator,2010-05-01,2010-12-01,7
23022,CORNERSTONE LENDING INC,Originator,2010-07-01,2011-01-01,6
23023,MINNESOTA RESIDENTIAL MORTGAGE INC,Originator,2010-05-01,2011-03-01,10
23026,RENASANT BANK,Originator,2010-05-01,2025-06-01,182
23026,RENASANT BANK,Sponsor,2010-05-01,2025-06-01,181
23027,HANCOCK BANK,Originator,2010-05-01,2014-03-01,47
23027,WHITNEY BANK,Originator,2014-04-01,2018-04-01,49
23027,HANCOCKWHITNEY BANK,Originator,2018-05-01,2025-06-01,86
23027,HANCOCK BANK,Sponsor,2011-07-01,2011-11-01,2
23027,WHITNEY BANK,Sponsor,2017-10-01,2017-10-01,1
23027,HANCOCKWHITNEY BANK,Sponsor,2020-07-01,2020-07-01,1
23028,BANK OF FRANKEWING,Originator,2010-05-01,2011-02-01,8
23034,RIVERSIDE HOME LENDING LP,Originator,2010-05-01,2010-08-01,2
23041,MISSOULA MORTGAGE INC,Originator,2010-06-01,2010-08-01,3
23042,BLUESKY LENDING LC,Originator,2010-05-01,2011-03-01,11
23048,GCS FEDERAL CREDIT UNION,Originator,2010-07-01,2011-02-01,6
23056,MERCHANTS AND FARMERS BANK,Originator,2010-05-01,2013-10-01,42
23056,MERCHANTS AND FARMERS BANK,Sponsor,2011-09-01,2013-04-01,19
23057,OLE SOUTH FINANCIAL LLC,Originator,2010-05-01,2011-02-01,8
23058,CITIZENS BANK-COLUMBIA,Originator,2010-05-01,2025-06-01,77
23065,ORIGEN SERVICING INC,Originator,2014-06-01,2015-11-01,15
23066,FEDMAX LENDING INC,Originator,2010-05-01,2010-08-01,3
23066,GOMAX LENDING INC,Originator,2010-11-01,2011-06-01,6
23068,ALLIANCE BANK,Originator,2010-05-01,2010-12-01,7
23077,1ST STATE BANK,Originator,2010-06-01,2010-09-01,3
23078,DARBY BANK AND TRUST CO,Originator,2010-06-01,2010-06-01,1
23081,CADENCE BANK NA,Originator,2011-12-01,2021-11-01,118
23083,EXPRESS MORTGAGE LLC,Originator,2010-05-01,2011-01-01,6
23084,FORT FUNDING CORP,Originator,2010-05-01,2011-04-01,12
23090,UNION BANK,Originator,2010-05-01,2010-10-01,6
