category,file_name,relative_to_project,relative_to_data,parent_directory,suffix,size_bytes,size_mb,size_readable,modified_utc,created_utc
clean,fha_hecm_snapshot_20120801.parquet,data\clean\hecm\fha_hecm_snapshot_20120801.parquet,clean\hecm\fha_hecm_snapshot_20120801.parquet,clean\hecm,parquet,158743,0.1514,155.02 KB,2025-06-07T18:57:07.262025+00:00,2025-06-07T18:57:07.251299+00:00
clean,fha_hecm_snapshot_20120901.parquet,data\clean\hecm\fha_hecm_snapshot_20120901.parquet,clean\hecm\fha_hecm_snapshot_20120901.parquet,clean\hecm,parquet,146601,0.1398,143.17 KB,2025-06-07T18:57:07.596659+00:00,2025-06-07T18:57:07.584783+00:00
clean,fha_hecm_snapshot_20121001.parquet,data\clean\hecm\fha_hecm_snapshot_20121001.parquet,clean\hecm\fha_hecm_snapshot_20121001.parquet,clean\hecm,parquet,148805,0.1419,145.32 KB,2025-06-07T18:57:08.215747+00:00,2025-06-07T18:57:08.202610+00:00
clean,fha_hecm_snapshot_20121101.parquet,data\clean\hecm\fha_hecm_snapshot_20121101.parquet,clean\hecm\fha_hecm_snapshot_20121101.parquet,clean\hecm,parquet,168184,0.1604,164.24 KB,2025-06-07T18:57:08.614161+00:00,2025-06-07T18:57:08.603053+00:00
clean,fha_hecm_snapshot_20121201.parquet,data\clean\hecm\fha_hecm_snapshot_20121201.parquet,clean\hecm\fha_hecm_snapshot_20121201.parquet,clean\hecm,parquet,153972,0.1468,150.36 KB,2025-06-07T18:57:09.224639+00:00,2025-06-07T18:57:09.216485+00:00
clean,fha_hecm_snapshot_20130101.parquet,data\clean\hecm\fha_hecm_snapshot_20130101.parquet,clean\hecm\fha_hecm_snapshot_20130101.parquet,clean\hecm,parquet,190818,0.182,186.35 KB,2025-06-07T18:57:09.667122+00:00,2025-06-07T18:57:09.651783+00:00
clean,fha_hecm_snapshot_20130201.parquet,data\clean\hecm\fha_hecm_snapshot_20130201.parquet,clean\hecm\fha_hecm_snapshot_20130201.parquet,clean\hecm,parquet,181358,0.173,177.11 KB,2025-06-07T18:57:10.316888+00:00,2025-06-07T18:57:10.303115+00:00
clean,fha_hecm_snapshot_20130301.parquet,data\clean\hecm\fha_hecm_snapshot_20130301.parquet,clean\hecm\fha_hecm_snapshot_20130301.parquet,clean\hecm,parquet,209355,0.1997,204.45 KB,2025-06-07T18:57:10.767838+00:00,2025-06-07T18:57:10.754207+00:00
clean,fha_hecm_snapshot_20130401.parquet,data\clean\hecm\fha_hecm_snapshot_20130401.parquet,clean\hecm\fha_hecm_snapshot_20130401.parquet,clean\hecm,parquet,205823,0.1963,201.00 KB,2025-06-07T18:57:11.637723+00:00,2025-06-07T18:57:11.628212+00:00
clean,fha_hecm_snapshot_20130501.parquet,data\clean\hecm\fha_hecm_snapshot_20130501.parquet,clean\hecm\fha_hecm_snapshot_20130501.parquet,clean\hecm,parquet,213393,0.2035,208.39 KB,2025-06-07T18:57:12.259854+00:00,2025-06-07T18:57:12.245230+00:00
clean,fha_hecm_snapshot_20130601.parquet,data\clean\hecm\fha_hecm_snapshot_20130601.parquet,clean\hecm\fha_hecm_snapshot_20130601.parquet,clean\hecm,parquet,215390,0.2054,210.34 KB,2025-06-07T18:57:13.186824+00:00,2025-06-07T18:57:13.159887+00:00
clean,fha_hecm_snapshot_20130701.parquet,data\clean\hecm\fha_hecm_snapshot_20130701.parquet,clean\hecm\fha_hecm_snapshot_20130701.parquet,clean\hecm,parquet,228499,0.2179,223.14 KB,2025-06-07T18:57:13.750522+00:00,2025-06-07T18:57:13.735737+00:00
clean,fha_hecm_snapshot_20130801.parquet,data\clean\hecm\fha_hecm_snapshot_20130801.parquet,clean\hecm\fha_hecm_snapshot_20130801.parquet,clean\hecm,parquet,215751,0.2058,210.69 KB,2025-06-07T18:57:14.650985+00:00,2025-06-07T18:57:14.632969+00:00
clean,fha_hecm_snapshot_20130901.parquet,data\clean\hecm\fha_hecm_snapshot_20130901.parquet,clean\hecm\fha_hecm_snapshot_20130901.parquet,clean\hecm,parquet,189847,0.1811,185.40 KB,2025-06-07T18:57:15.235507+00:00,2025-06-07T18:57:15.209989+00:00
clean,fha_hecm_snapshot_20131001.parquet,data\clean\hecm\fha_hecm_snapshot_20131001.parquet,clean\hecm\fha_hecm_snapshot_20131001.parquet,clean\hecm,parquet,181407,0.173,177.16 KB,2025-06-07T18:57:16.013173+00:00,2025-06-07T18:57:16.000859+00:00
clean,fha_hecm_snapshot_20131101.parquet,data\clean\hecm\fha_hecm_snapshot_20131101.parquet,clean\hecm\fha_hecm_snapshot_20131101.parquet,clean\hecm,parquet,198477,0.1893,193.83 KB,2025-06-07T18:57:16.603139+00:00,2025-06-07T18:57:16.585266+00:00
clean,fha_hecm_snapshot_20140201.parquet,data\clean\hecm\fha_hecm_snapshot_20140201.parquet,clean\hecm\fha_hecm_snapshot_20140201.parquet,clean\hecm,parquet,218662,0.2085,213.54 KB,2025-06-07T19:00:27.640818+00:00,2025-06-07T19:00:27.622304+00:00
clean,fha_hecm_snapshot_20140301.parquet,data\clean\hecm\fha_hecm_snapshot_20140301.parquet,clean\hecm\fha_hecm_snapshot_20140301.parquet,clean\hecm,parquet,198316,0.1891,193.67 KB,2025-06-07T19:00:28.325140+00:00,2025-06-07T19:00:28.300802+00:00
clean,fha_hecm_snapshot_20140601.parquet,data\clean\hecm\fha_hecm_snapshot_20140601.parquet,clean\hecm\fha_hecm_snapshot_20140601.parquet,clean\hecm,parquet,173718,0.1657,169.65 KB,2025-06-07T19:00:28.883925+00:00,2025-06-07T19:00:28.868621+00:00
clean,fha_hecm_snapshot_20140701.parquet,data\clean\hecm\fha_hecm_snapshot_20140701.parquet,clean\hecm\fha_hecm_snapshot_20140701.parquet,clean\hecm,parquet,176963,0.1688,172.82 KB,2025-06-07T19:00:29.806117+00:00,2025-06-07T19:00:29.780723+00:00
clean,fha_hecm_snapshot_20140801.parquet,data\clean\hecm\fha_hecm_snapshot_20140801.parquet,clean\hecm\fha_hecm_snapshot_20140801.parquet,clean\hecm,parquet,150460,0.1435,146.93 KB,2025-09-28T02:54:21.287041+00:00,2025-09-28T02:54:21.256696+00:00
clean,fha_hecm_snapshot_20170801.parquet,data\clean\hecm\fha_hecm_snapshot_20170801.parquet,clean\hecm\fha_hecm_snapshot_20170801.parquet,clean\hecm,parquet,203835,0.1944,199.06 KB,2025-06-07T19:00:30.487235+00:00,2025-06-07T19:00:30.463618+00:00
clean,fha_hecm_snapshot_20170901.parquet,data\clean\hecm\fha_hecm_snapshot_20170901.parquet,clean\hecm\fha_hecm_snapshot_20170901.parquet,clean\hecm,parquet,190729,0.1819,186.26 KB,2025-06-07T19:00:31.418452+00:00,2025-06-07T19:00:31.399134+00:00
clean,fha_hecm_snapshot_20171001.parquet,data\clean\hecm\fha_hecm_snapshot_20171001.parquet,clean\hecm\fha_hecm_snapshot_20171001.parquet,clean\hecm,parquet,182301,0.1739,178.03 KB,2025-06-07T19:00:31.933978+00:00,2025-06-07T19:00:31.920046+00:00
clean,fha_hecm_snapshot_20171101.parquet,data\clean\hecm\fha_hecm_snapshot_20171101.parquet,clean\hecm\fha_hecm_snapshot_20171101.parquet,clean\hecm,parquet,189090,0.1803,184.66 KB,2025-06-07T19:00:32.847737+00:00,2025-06-07T19:00:32.835005+00:00
clean,fha_hecm_snapshot_20171201.parquet,data\clean\hecm\fha_hecm_snapshot_20171201.parquet,clean\hecm\fha_hecm_snapshot_20171201.parquet,clean\hecm,parquet,188907,0.1802,184.48 KB,2025-06-07T19:00:33.369638+00:00,2025-06-07T19:00:33.353452+00:00
clean,fha_hecm_snapshot_20180101.parquet,data\clean\hecm\fha_hecm_snapshot_20180101.parquet,clean\hecm\fha_hecm_snapshot_20180101.parquet,clean\hecm,parquet,237954,0.2269,232.38 KB,2025-06-07T19:00:34.412401+00:00,2025-06-07T19:00:34.398158+00:00
clean,fha_hecm_snapshot_20180201.parquet,data\clean\hecm\fha_hecm_snapshot_20180201.parquet,clean\hecm\fha_hecm_snapshot_20180201.parquet,clean\hecm,parquet,210908,0.2011,205.96 KB,2025-06-07T19:00:35.137722+00:00,2025-06-07T19:00:35.127441+00:00
clean,fha_hecm_snapshot_20180301.parquet,data\clean\hecm\fha_hecm_snapshot_20180301.parquet,clean\hecm\fha_hecm_snapshot_20180301.parquet,clean\hecm,parquet,182518,0.1741,178.24 KB,2025-06-07T19:00:35.617396+00:00,2025-06-07T19:00:35.603462+00:00
clean,fha_hecm_snapshot_20180401.parquet,data\clean\hecm\fha_hecm_snapshot_20180401.parquet,clean\hecm\fha_hecm_snapshot_20180401.parquet,clean\hecm,parquet,149458,0.1425,145.96 KB,2025-06-07T19:00:36.436213+00:00,2025-06-07T19:00:36.428679+00:00
clean,fha_hecm_snapshot_20180501.parquet,data\clean\hecm\fha_hecm_snapshot_20180501.parquet,clean\hecm\fha_hecm_snapshot_20180501.parquet,clean\hecm,parquet,148116,0.1413,144.64 KB,2025-06-07T19:00:36.848615+00:00,2025-06-07T19:00:36.836558+00:00
clean,fha_hecm_snapshot_20180601.parquet,data\clean\hecm\fha_hecm_snapshot_20180601.parquet,clean\hecm\fha_hecm_snapshot_20180601.parquet,clean\hecm,parquet,131828,0.1257,128.74 KB,2025-06-07T19:00:37.454686+00:00,2025-06-07T19:00:37.449219+00:00
clean,fha_hecm_snapshot_20180701.parquet,data\clean\hecm\fha_hecm_snapshot_20180701.parquet,clean\hecm\fha_hecm_snapshot_20180701.parquet,clean\hecm,parquet,134092,0.1279,130.95 KB,2025-06-07T19:00:37.815840+00:00,2025-06-07T19:00:37.804508+00:00
clean,fha_hecm_snapshot_20180801.parquet,data\clean\hecm\fha_hecm_snapshot_20180801.parquet,clean\hecm\fha_hecm_snapshot_20180801.parquet,clean\hecm,parquet,144623,0.1379,141.23 KB,2025-06-07T19:00:38.590219+00:00,2025-06-07T19:00:38.572930+00:00
clean,fha_hecm_snapshot_20180901.parquet,data\clean\hecm\fha_hecm_snapshot_20180901.parquet,clean\hecm\fha_hecm_snapshot_20180901.parquet,clean\hecm,parquet,134612,0.1284,131.46 KB,2025-06-07T19:00:38.953691+00:00,2025-06-07T19:00:38.948130+00:00
clean,fha_hecm_snapshot_20181001.parquet,data\clean\hecm\fha_hecm_snapshot_20181001.parquet,clean\hecm\fha_hecm_snapshot_20181001.parquet,clean\hecm,parquet,141576,0.135,138.26 KB,2025-06-07T19:00:39.308082+00:00,2025-06-07T19:00:39.300941+00:00
clean,fha_hecm_snapshot_20181101.parquet,data\clean\hecm\fha_hecm_snapshot_20181101.parquet,clean\hecm\fha_hecm_snapshot_20181101.parquet,clean\hecm,parquet,123134,0.1174,120.25 KB,2025-06-07T19:00:39.967368+00:00,2025-06-07T19:00:39.953724+00:00
clean,fha_hecm_snapshot_20181201.parquet,data\clean\hecm\fha_hecm_snapshot_20181201.parquet,clean\hecm\fha_hecm_snapshot_20181201.parquet,clean\hecm,parquet,92408,0.0881,90.24 KB,2025-06-07T19:00:40.251086+00:00,2025-06-07T19:00:40.246102+00:00
clean,fha_hecm_snapshot_20190101.parquet,data\clean\hecm\fha_hecm_snapshot_20190101.parquet,clean\hecm\fha_hecm_snapshot_20190101.parquet,clean\hecm,parquet,87710,0.0836,85.65 KB,2025-06-07T19:00:40.471571+00:00,2025-06-07T19:00:40.465575+00:00
clean,fha_hecm_snapshot_20190201.parquet,data\clean\hecm\fha_hecm_snapshot_20190201.parquet,clean\hecm\fha_hecm_snapshot_20190201.parquet,clean\hecm,parquet,172035,0.1641,168.00 KB,2025-06-07T19:00:41.187252+00:00,2025-06-07T19:00:41.177557+00:00
clean,fha_hecm_snapshot_20190301.parquet,data\clean\hecm\fha_hecm_snapshot_20190301.parquet,clean\hecm\fha_hecm_snapshot_20190301.parquet,clean\hecm,parquet,123795,0.1181,120.89 KB,2025-06-07T19:00:41.500427+00:00,2025-06-07T19:00:41.487406+00:00
clean,fha_hecm_snapshot_20190401.parquet,data\clean\hecm\fha_hecm_snapshot_20190401.parquet,clean\hecm\fha_hecm_snapshot_20190401.parquet,clean\hecm,parquet,135916,0.1296,132.73 KB,2025-06-07T19:00:42.160966+00:00,2025-06-07T19:00:42.147685+00:00
clean,fha_hecm_snapshot_20190501.parquet,data\clean\hecm\fha_hecm_snapshot_20190501.parquet,clean\hecm\fha_hecm_snapshot_20190501.parquet,clean\hecm,parquet,127174,0.1213,124.19 KB,2025-06-07T19:00:42.505859+00:00,2025-06-07T19:00:42.489637+00:00
clean,fha_hecm_snapshot_20190601.parquet,data\clean\hecm\fha_hecm_snapshot_20190601.parquet,clean\hecm\fha_hecm_snapshot_20190601.parquet,clean\hecm,parquet,120586,0.115,117.76 KB,2025-06-07T19:00:42.831630+00:00,2025-06-07T19:00:42.818456+00:00
clean,fha_hecm_snapshot_20190701.parquet,data\clean\hecm\fha_hecm_snapshot_20190701.parquet,clean\hecm\fha_hecm_snapshot_20190701.parquet,clean\hecm,parquet,128440,0.1225,125.43 KB,2025-06-07T19:00:43.470652+00:00,2025-06-07T19:00:43.454620+00:00
clean,fha_hecm_snapshot_20190801.parquet,data\clean\hecm\fha_hecm_snapshot_20190801.parquet,clean\hecm\fha_hecm_snapshot_20190801.parquet,clean\hecm,parquet,114413,0.1091,111.73 KB,2025-06-07T19:00:43.789412+00:00,2025-06-07T19:00:43.780873+00:00
clean,fha_hecm_snapshot_20190901.parquet,data\clean\hecm\fha_hecm_snapshot_20190901.parquet,clean\hecm\fha_hecm_snapshot_20190901.parquet,clean\hecm,parquet,115743,0.1104,113.03 KB,2025-06-07T19:00:44.572710+00:00,2025-06-07T19:00:44.565687+00:00
clean,fha_hecm_snapshot_20191001.parquet,data\clean\hecm\fha_hecm_snapshot_20191001.parquet,clean\hecm\fha_hecm_snapshot_20191001.parquet,clean\hecm,parquet,145862,0.1391,142.44 KB,2025-06-07T19:00:45.034708+00:00,2025-06-07T19:00:45.027170+00:00
clean,fha_hecm_snapshot_20191101.parquet,data\clean\hecm\fha_hecm_snapshot_20191101.parquet,clean\hecm\fha_hecm_snapshot_20191101.parquet,clean\hecm,parquet,131060,0.125,127.99 KB,2025-06-07T19:00:45.400417+00:00,2025-06-07T19:00:45.387366+00:00
clean,fha_hecm_snapshot_20191201.parquet,data\clean\hecm\fha_hecm_snapshot_20191201.parquet,clean\hecm\fha_hecm_snapshot_20191201.parquet,clean\hecm,parquet,117039,0.1116,114.30 KB,2025-06-07T19:00:46.236834+00:00,2025-06-07T19:00:46.229225+00:00
clean,fha_hecm_snapshot_20200101.parquet,data\clean\hecm\fha_hecm_snapshot_20200101.parquet,clean\hecm\fha_hecm_snapshot_20200101.parquet,clean\hecm,parquet,168421,0.1606,164.47 KB,2025-06-07T19:00:46.726998+00:00,2025-06-07T19:00:46.716977+00:00
clean,fha_hecm_snapshot_20200201.parquet,data\clean\hecm\fha_hecm_snapshot_20200201.parquet,clean\hecm\fha_hecm_snapshot_20200201.parquet,clean\hecm,parquet,151140,0.1441,147.60 KB,2025-06-07T19:00:47.803456+00:00,2025-06-07T19:00:47.731622+00:00
clean,fha_hecm_snapshot_20200301.parquet,data\clean\hecm\fha_hecm_snapshot_20200301.parquet,clean\hecm\fha_hecm_snapshot_20200301.parquet,clean\hecm,parquet,133445,0.1273,130.32 KB,2025-06-07T19:00:48.301013+00:00,2025-06-07T19:00:48.285541+00:00
clean,fha_hecm_snapshot_20200401.parquet,data\clean\hecm\fha_hecm_snapshot_20200401.parquet,clean\hecm\fha_hecm_snapshot_20200401.parquet,clean\hecm,parquet,85204,0.0813,83.21 KB,2025-06-07T19:00:48.576916+00:00,2025-06-07T19:00:48.568575+00:00
clean,fha_hecm_snapshot_20200501.parquet,data\clean\hecm\fha_hecm_snapshot_20200501.parquet,clean\hecm\fha_hecm_snapshot_20200501.parquet,clean\hecm,parquet,201368,0.192,196.65 KB,2025-06-07T19:00:49.622425+00:00,2025-06-07T19:00:49.605491+00:00
clean,fha_hecm_snapshot_20200601.parquet,data\clean\hecm\fha_hecm_snapshot_20200601.parquet,clean\hecm\fha_hecm_snapshot_20200601.parquet,clean\hecm,parquet,171241,0.1633,167.23 KB,2025-06-07T19:00:50.150940+00:00,2025-06-07T19:00:50.137264+00:00
clean,fha_hecm_snapshot_20200701.parquet,data\clean\hecm\fha_hecm_snapshot_20200701.parquet,clean\hecm\fha_hecm_snapshot_20200701.parquet,clean\hecm,parquet,171156,0.1632,167.14 KB,2025-06-07T19:00:51.118731+00:00,2025-06-07T19:00:51.104465+00:00
clean,fha_hecm_snapshot_20200801.parquet,data\clean\hecm\fha_hecm_snapshot_20200801.parquet,clean\hecm\fha_hecm_snapshot_20200801.parquet,clean\hecm,parquet,163093,0.1555,159.27 KB,2025-06-07T19:00:51.593334+00:00,2025-06-07T19:00:51.583739+00:00
clean,fha_hecm_snapshot_20200901.parquet,data\clean\hecm\fha_hecm_snapshot_20200901.parquet,clean\hecm\fha_hecm_snapshot_20200901.parquet,clean\hecm,parquet,160080,0.1527,156.33 KB,2025-06-07T19:00:52.571171+00:00,2025-06-07T19:00:52.561615+00:00
clean,fha_hecm_snapshot_20201001.parquet,data\clean\hecm\fha_hecm_snapshot_20201001.parquet,clean\hecm\fha_hecm_snapshot_20201001.parquet,clean\hecm,parquet,153820,0.1467,150.21 KB,2025-06-07T19:00:53.035022+00:00,2025-06-07T19:00:53.027392+00:00
clean,fha_hecm_snapshot_20201101.parquet,data\clean\hecm\fha_hecm_snapshot_20201101.parquet,clean\hecm\fha_hecm_snapshot_20201101.parquet,clean\hecm,parquet,144533,0.1378,141.15 KB,2025-06-07T19:00:53.439501+00:00,2025-06-07T19:00:53.432482+00:00
clean,fha_hecm_snapshot_20201201.parquet,data\clean\hecm\fha_hecm_snapshot_20201201.parquet,clean\hecm\fha_hecm_snapshot_20201201.parquet,clean\hecm,parquet,166705,0.159,162.80 KB,2025-06-07T19:00:54.400424+00:00,2025-06-07T19:00:54.388213+00:00
clean,fha_hecm_snapshot_20210101.parquet,data\clean\hecm\fha_hecm_snapshot_20210101.parquet,clean\hecm\fha_hecm_snapshot_20210101.parquet,clean\hecm,parquet,179486,0.1712,175.28 KB,2025-06-07T19:00:54.864436+00:00,2025-06-07T19:00:54.850029+00:00
clean,fha_hecm_snapshot_20210201.parquet,data\clean\hecm\fha_hecm_snapshot_20210201.parquet,clean\hecm\fha_hecm_snapshot_20210201.parquet,clean\hecm,parquet,164397,0.1568,160.54 KB,2025-06-07T19:00:55.718332+00:00,2025-06-07T19:00:55.703238+00:00
clean,fha_hecm_snapshot_20210301.parquet,data\clean\hecm\fha_hecm_snapshot_20210301.parquet,clean\hecm\fha_hecm_snapshot_20210301.parquet,clean\hecm,parquet,169596,0.1617,165.62 KB,2025-06-07T19:00:56.229371+00:00,2025-06-07T19:00:56.217853+00:00
clean,fha_hecm_snapshot_20210401.parquet,data\clean\hecm\fha_hecm_snapshot_20210401.parquet,clean\hecm\fha_hecm_snapshot_20210401.parquet,clean\hecm,parquet,166790,0.1591,162.88 KB,2025-06-07T19:00:57.085863+00:00,2025-06-07T19:00:57.077981+00:00
clean,fha_hecm_snapshot_20210501.parquet,data\clean\hecm\fha_hecm_snapshot_20210501.parquet,clean\hecm\fha_hecm_snapshot_20210501.parquet,clean\hecm,parquet,170956,0.163,166.95 KB,2025-06-07T19:00:57.667579+00:00,2025-06-07T19:00:57.651597+00:00
clean,fha_hecm_snapshot_20210601.parquet,data\clean\hecm\fha_hecm_snapshot_20210601.parquet,clean\hecm\fha_hecm_snapshot_20210601.parquet,clean\hecm,parquet,166154,0.1585,162.26 KB,2025-06-07T19:00:58.942798+00:00,2025-06-07T19:00:58.928758+00:00
clean,fha_hecm_snapshot_20210701.parquet,data\clean\hecm\fha_hecm_snapshot_20210701.parquet,clean\hecm\fha_hecm_snapshot_20210701.parquet,clean\hecm,parquet,168290,0.1605,164.35 KB,2025-06-07T19:00:59.914167+00:00,2025-06-07T19:00:59.899575+00:00
clean,fha_hecm_snapshot_20210801.parquet,data\clean\hecm\fha_hecm_snapshot_20210801.parquet,clean\hecm\fha_hecm_snapshot_20210801.parquet,clean\hecm,parquet,148836,0.1419,145.35 KB,2025-06-07T19:01:01.098813+00:00,2025-06-07T19:01:01.081429+00:00
clean,fha_hecm_snapshot_20210901.parquet,data\clean\hecm\fha_hecm_snapshot_20210901.parquet,clean\hecm\fha_hecm_snapshot_20210901.parquet,clean\hecm,parquet,168154,0.1604,164.21 KB,2025-06-07T19:01:01.834683+00:00,2025-06-07T19:01:01.819606+00:00
clean,fha_hecm_snapshot_20211001.parquet,data\clean\hecm\fha_hecm_snapshot_20211001.parquet,clean\hecm\fha_hecm_snapshot_20211001.parquet,clean\hecm,parquet,187565,0.1789,183.17 KB,2025-06-07T19:01:02.970052+00:00,2025-06-07T19:01:02.955605+00:00
clean,fha_hecm_snapshot_20211101.parquet,data\clean\hecm\fha_hecm_snapshot_20211101.parquet,clean\hecm\fha_hecm_snapshot_20211101.parquet,clean\hecm,parquet,186164,0.1775,181.80 KB,2025-06-07T19:01:03.907593+00:00,2025-06-07T19:01:03.892590+00:00
clean,fha_hecm_snapshot_20211201.parquet,data\clean\hecm\fha_hecm_snapshot_20211201.parquet,clean\hecm\fha_hecm_snapshot_20211201.parquet,clean\hecm,parquet,194367,0.1854,189.81 KB,2025-06-07T19:01:05.282214+00:00,2025-06-07T19:01:05.255541+00:00
clean,fha_hecm_snapshot_20220101.parquet,data\clean\hecm\fha_hecm_snapshot_20220101.parquet,clean\hecm\fha_hecm_snapshot_20220101.parquet,clean\hecm,parquet,210933,0.2012,205.99 KB,2025-06-07T19:01:07.189829+00:00,2025-06-07T19:01:07.176530+00:00
clean,fha_hecm_snapshot_20220201.parquet,data\clean\hecm\fha_hecm_snapshot_20220201.parquet,clean\hecm\fha_hecm_snapshot_20220201.parquet,clean\hecm,parquet,192760,0.1838,188.24 KB,2025-06-07T19:01:08.474736+00:00,2025-06-07T19:01:08.462878+00:00
clean,fha_hecm_snapshot_20220301.parquet,data\clean\hecm\fha_hecm_snapshot_20220301.parquet,clean\hecm\fha_hecm_snapshot_20220301.parquet,clean\hecm,parquet,235295,0.2244,229.78 KB,2025-06-07T19:01:10.270942+00:00,2025-06-07T19:01:10.257518+00:00
clean,fha_hecm_snapshot_20220401.parquet,data\clean\hecm\fha_hecm_snapshot_20220401.parquet,clean\hecm\fha_hecm_snapshot_20220401.parquet,clean\hecm,parquet,228653,0.2181,223.29 KB,2025-06-07T19:01:11.987122+00:00,2025-06-07T19:01:11.962503+00:00
clean,fha_hecm_snapshot_20220501.parquet,data\clean\hecm\fha_hecm_snapshot_20220501.parquet,clean\hecm\fha_hecm_snapshot_20220501.parquet,clean\hecm,parquet,216603,0.2066,211.53 KB,2025-06-07T19:01:13.712455+00:00,2025-06-07T19:01:13.702484+00:00
clean,fha_hecm_snapshot_20220601.parquet,data\clean\hecm\fha_hecm_snapshot_20220601.parquet,clean\hecm\fha_hecm_snapshot_20220601.parquet,clean\hecm,parquet,220227,0.21,215.07 KB,2025-06-07T19:01:15.596561+00:00,2025-06-07T19:01:15.574361+00:00
clean,fha_hecm_snapshot_20220701.parquet,data\clean\hecm\fha_hecm_snapshot_20220701.parquet,clean\hecm\fha_hecm_snapshot_20220701.parquet,clean\hecm,parquet,194584,0.1856,190.02 KB,2025-06-07T19:01:17.133556+00:00,2025-06-07T19:01:17.119610+00:00
clean,fha_hecm_snapshot_20220801.parquet,data\clean\hecm\fha_hecm_snapshot_20220801.parquet,clean\hecm\fha_hecm_snapshot_20220801.parquet,clean\hecm,parquet,216514,0.2065,211.44 KB,2025-06-07T19:01:18.617745+00:00,2025-06-07T19:01:18.602927+00:00
clean,fha_hecm_snapshot_20220901.parquet,data\clean\hecm\fha_hecm_snapshot_20220901.parquet,clean\hecm\fha_hecm_snapshot_20220901.parquet,clean\hecm,parquet,142721,0.1361,139.38 KB,2025-06-07T19:01:20.219939+00:00,2025-06-07T19:01:20.197963+00:00
clean,fha_hecm_snapshot_20221001.parquet,data\clean\hecm\fha_hecm_snapshot_20221001.parquet,clean\hecm\fha_hecm_snapshot_20221001.parquet,clean\hecm,parquet,151877,0.1448,148.32 KB,2025-06-07T19:01:21.740940+00:00,2025-06-07T19:01:21.731376+00:00
clean,fha_hecm_snapshot_20221101.parquet,data\clean\hecm\fha_hecm_snapshot_20221101.parquet,clean\hecm\fha_hecm_snapshot_20221101.parquet,clean\hecm,parquet,145667,0.1389,142.25 KB,2025-06-07T19:01:23.100857+00:00,2025-06-07T19:01:23.084211+00:00
clean,fha_hecm_snapshot_20221201.parquet,data\clean\hecm\fha_hecm_snapshot_20221201.parquet,clean\hecm\fha_hecm_snapshot_20221201.parquet,clean\hecm,parquet,127900,0.122,124.90 KB,2025-06-07T19:01:24.819965+00:00,2025-06-07T19:01:24.812933+00:00
clean,fha_hecm_snapshot_20230101.parquet,data\clean\hecm\fha_hecm_snapshot_20230101.parquet,clean\hecm\fha_hecm_snapshot_20230101.parquet,clean\hecm,parquet,121257,0.1156,118.42 KB,2025-06-07T19:01:26.119394+00:00,2025-06-07T19:01:26.103363+00:00
clean,fha_hecm_snapshot_20230201.parquet,data\clean\hecm\fha_hecm_snapshot_20230201.parquet,clean\hecm\fha_hecm_snapshot_20230201.parquet,clean\hecm,parquet,108993,0.1039,106.44 KB,2025-06-07T19:01:27.536127+00:00,2025-06-07T19:01:27.530572+00:00
clean,fha_hecm_snapshot_20230301.parquet,data\clean\hecm\fha_hecm_snapshot_20230301.parquet,clean\hecm\fha_hecm_snapshot_20230301.parquet,clean\hecm,parquet,157259,0.15,153.57 KB,2025-06-07T19:01:29.162409+00:00,2025-06-07T19:01:29.151528+00:00
clean,fha_hecm_snapshot_20230401.parquet,data\clean\hecm\fha_hecm_snapshot_20230401.parquet,clean\hecm\fha_hecm_snapshot_20230401.parquet,clean\hecm,parquet,101419,0.0967,99.04 KB,2025-06-07T19:01:30.333129+00:00,2025-06-07T19:01:30.319448+00:00
clean,fha_hecm_snapshot_20230501.parquet,data\clean\hecm\fha_hecm_snapshot_20230501.parquet,clean\hecm\fha_hecm_snapshot_20230501.parquet,clean\hecm,parquet,104543,0.0997,102.09 KB,2025-06-07T19:01:31.709820+00:00,2025-06-07T19:01:31.699733+00:00
clean,fha_hecm_snapshot_20230601.parquet,data\clean\hecm\fha_hecm_snapshot_20230601.parquet,clean\hecm\fha_hecm_snapshot_20230601.parquet,clean\hecm,parquet,120754,0.1152,117.92 KB,2025-06-07T19:01:32.900439+00:00,2025-06-07T19:01:32.886849+00:00
clean,fha_hecm_snapshot_20230701.parquet,data\clean\hecm\fha_hecm_snapshot_20230701.parquet,clean\hecm\fha_hecm_snapshot_20230701.parquet,clean\hecm,parquet,119533,0.114,116.73 KB,2025-06-07T19:01:34.655910+00:00,2025-06-07T19:01:34.630963+00:00
clean,fha_hecm_snapshot_20230801.parquet,data\clean\hecm\fha_hecm_snapshot_20230801.parquet,clean\hecm\fha_hecm_snapshot_20230801.parquet,clean\hecm,parquet,135178,0.1289,132.01 KB,2025-06-07T19:01:35.933761+00:00,2025-06-07T19:01:35.919883+00:00
clean,fha_hecm_snapshot_20230901.parquet,data\clean\hecm\fha_hecm_snapshot_20230901.parquet,clean\hecm\fha_hecm_snapshot_20230901.parquet,clean\hecm,parquet,122967,0.1173,120.08 KB,2025-06-07T19:01:37.300284+00:00,2025-06-07T19:01:37.285435+00:00
clean,fha_hecm_snapshot_20231001.parquet,data\clean\hecm\fha_hecm_snapshot_20231001.parquet,clean\hecm\fha_hecm_snapshot_20231001.parquet,clean\hecm,parquet,125581,0.1198,122.64 KB,2025-06-07T19:01:38.931261+00:00,2025-06-07T19:01:38.918506+00:00
