category,file_name,relative_to_project,relative_to_data,parent_directory,suffix,size_bytes,size_mb,size_readable,modified_utc,created_utc
clean,fha_hecmsnapshot_Apr2012.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Apr2012.parquet,clean\archived\hecm\fha_hecmsnapshot_Apr2012.parquet,clean\archived\hecm,parquet,175104,0.167,171.00 KB,2025-03-23T11:10:50.896296+00:00,2025-03-23T11:10:50.896296+00:00
clean,fha_hecmsnapshot_Apr2013.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Apr2013.parquet,clean\archived\hecm\fha_hecmsnapshot_Apr2013.parquet,clean\archived\hecm,parquet,205938,0.1964,201.11 KB,2025-03-23T11:10:50.901110+00:00,2025-03-23T11:10:50.900109+00:00
clean,fha_hecmsnapshot_Apr2014.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Apr2014.parquet,clean\archived\hecm\fha_hecmsnapshot_Apr2014.parquet,clean\archived\hecm,parquet,182030,0.1736,177.76 KB,2025-03-23T11:10:50.904110+00:00,2025-03-23T11:10:50.904110+00:00
clean,fha_hecmsnapshot_Apr2015.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Apr2015.parquet,clean\archived\hecm\fha_hecmsnapshot_Apr2015.parquet,clean\archived\hecm,parquet,191416,0.1825,186.93 KB,2025-03-23T11:10:50.911685+00:00,2025-03-23T11:10:50.911685+00:00
clean,fha_hecmsnapshot_Apr2016.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Apr2016.parquet,clean\archived\hecm\fha_hecmsnapshot_Apr2016.parquet,clean\archived\hecm,parquet,185369,0.1768,181.02 KB,2025-03-23T11:10:50.915682+00:00,2025-03-23T11:10:50.914680+00:00
clean,fha_hecmsnapshot_Apr2017.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Apr2017.parquet,clean\archived\hecm\fha_hecmsnapshot_Apr2017.parquet,clean\archived\hecm,parquet,210110,0.2004,205.19 KB,2025-03-23T11:10:50.920074+00:00,2025-03-23T11:10:50.919072+00:00
clean,fha_hecmsnapshot_Apr2018.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Apr2018.parquet,clean\archived\hecm\fha_hecmsnapshot_Apr2018.parquet,clean\archived\hecm,parquet,149344,0.1424,145.84 KB,2025-03-23T11:10:50.924071+00:00,2025-03-23T11:10:50.923073+00:00
clean,fha_hecmsnapshot_Apr2019.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Apr2019.parquet,clean\archived\hecm\fha_hecmsnapshot_Apr2019.parquet,clean\archived\hecm,parquet,135899,0.1296,132.71 KB,2025-03-23T11:10:50.928144+00:00,2025-03-23T11:10:50.927075+00:00
clean,fha_hecmsnapshot_Apr2020.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Apr2020.parquet,clean\archived\hecm\fha_hecmsnapshot_Apr2020.parquet,clean\archived\hecm,parquet,85081,0.0811,83.09 KB,2025-03-23T11:10:50.931155+00:00,2025-03-23T11:10:50.931155+00:00
clean,fha_hecmsnapshot_Apr2021.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Apr2021.parquet,clean\archived\hecm\fha_hecmsnapshot_Apr2021.parquet,clean\archived\hecm,parquet,166696,0.159,162.79 KB,2025-03-23T11:10:50.935159+00:00,2025-03-23T11:10:50.934159+00:00
clean,fha_hecmsnapshot_Apr2022.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Apr2022.parquet,clean\archived\hecm\fha_hecmsnapshot_Apr2022.parquet,clean\archived\hecm,parquet,228645,0.2181,223.29 KB,2025-03-23T11:10:50.939358+00:00,2025-03-23T11:10:50.938358+00:00
clean,fha_hecmsnapshot_Apr2023.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Apr2023.parquet,clean\archived\hecm\fha_hecmsnapshot_Apr2023.parquet,clean\archived\hecm,parquet,101304,0.0966,98.93 KB,2025-03-23T11:10:50.941357+00:00,2025-03-23T11:10:50.941357+00:00
clean,fha_hecmsnapshot_Apr2024.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Apr2024.parquet,clean\archived\hecm\fha_hecmsnapshot_Apr2024.parquet,clean\archived\hecm,parquet,105656,0.1008,103.18 KB,2025-03-23T11:10:50.944365+00:00,2025-03-23T11:10:50.944365+00:00
clean,fha_hecmsnapshot_Aug2012.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Aug2012.parquet,clean\archived\hecm\fha_hecmsnapshot_Aug2012.parquet,clean\archived\hecm,parquet,158623,0.1513,154.91 KB,2025-03-23T11:10:50.953244+00:00,2025-03-23T11:10:50.952246+00:00
clean,fha_hecmsnapshot_Aug2013.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Aug2013.parquet,clean\archived\hecm\fha_hecmsnapshot_Aug2013.parquet,clean\archived\hecm,parquet,215668,0.2057,210.61 KB,2025-03-23T11:10:50.957240+00:00,2025-03-23T11:10:50.956240+00:00
clean,fha_hecmsnapshot_Aug2014.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Aug2014.parquet,clean\archived\hecm\fha_hecmsnapshot_Aug2014.parquet,clean\archived\hecm,parquet,150345,0.1434,146.82 KB,2025-03-23T11:10:50.959509+00:00,2025-03-23T11:10:50.959509+00:00
clean,fha_hecmsnapshot_Aug2015.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Aug2015.parquet,clean\archived\hecm\fha_hecmsnapshot_Aug2015.parquet,clean\archived\hecm,parquet,231003,0.2203,225.59 KB,2025-03-23T11:10:50.963506+00:00,2025-03-23T11:10:50.963506+00:00
clean,fha_hecmsnapshot_Aug2016.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Aug2016.parquet,clean\archived\hecm\fha_hecmsnapshot_Aug2016.parquet,clean\archived\hecm,parquet,185687,0.1771,181.33 KB,2025-03-23T11:10:50.968226+00:00,2025-03-23T11:10:50.967512+00:00
clean,fha_hecmsnapshot_Aug2017.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Aug2017.parquet,clean\archived\hecm\fha_hecmsnapshot_Aug2017.parquet,clean\archived\hecm,parquet,203852,0.1944,199.07 KB,2025-03-23T11:10:50.974234+00:00,2025-03-23T11:10:50.974234+00:00
clean,fha_hecmsnapshot_Aug2018.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Aug2018.parquet,clean\archived\hecm\fha_hecmsnapshot_Aug2018.parquet,clean\archived\hecm,parquet,144591,0.1379,141.20 KB,2025-03-23T11:10:50.977593+00:00,2025-03-23T11:10:50.977232+00:00
clean,fha_hecmsnapshot_Aug2019.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Aug2019.parquet,clean\archived\hecm\fha_hecmsnapshot_Aug2019.parquet,clean\archived\hecm,parquet,114237,0.1089,111.56 KB,2025-03-23T11:10:50.981114+00:00,2025-03-23T11:10:50.980115+00:00
clean,fha_hecmsnapshot_Aug2020.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Aug2020.parquet,clean\archived\hecm\fha_hecmsnapshot_Aug2020.parquet,clean\archived\hecm,parquet,162965,0.1554,159.15 KB,2025-03-23T11:10:50.984113+00:00,2025-03-23T11:10:50.984113+00:00
clean,fha_hecmsnapshot_Aug2021.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Aug2021.parquet,clean\archived\hecm\fha_hecmsnapshot_Aug2021.parquet,clean\archived\hecm,parquet,148808,0.1419,145.32 KB,2025-03-23T11:10:50.987113+00:00,2025-03-23T11:10:50.987113+00:00
clean,fha_hecmsnapshot_Aug2022.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Aug2022.parquet,clean\archived\hecm\fha_hecmsnapshot_Aug2022.parquet,clean\archived\hecm,parquet,216621,0.2066,211.54 KB,2025-03-23T11:10:50.991392+00:00,2025-03-23T11:10:50.990390+00:00
clean,fha_hecmsnapshot_Aug2023.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Aug2023.parquet,clean\archived\hecm\fha_hecmsnapshot_Aug2023.parquet,clean\archived\hecm,parquet,135016,0.1288,131.85 KB,2025-03-23T11:10:50.994391+00:00,2025-03-23T11:10:50.993393+00:00
clean,fha_hecmsnapshot_Aug2024.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Aug2024.parquet,clean\archived\hecm\fha_hecmsnapshot_Aug2024.parquet,clean\archived\hecm,parquet,108835,0.1038,106.28 KB,2025-03-23T11:10:50.996391+00:00,2025-03-23T11:10:50.996391+00:00
clean,fha_hecmsnapshot_Dec2012.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Dec2012.parquet,clean\archived\hecm\fha_hecmsnapshot_Dec2012.parquet,clean\archived\hecm,parquet,153946,0.1468,150.34 KB,2025-03-23T11:10:51.000695+00:00,2025-03-23T11:10:50.999695+00:00
clean,fha_hecmsnapshot_Dec2014.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Dec2014.parquet,clean\archived\hecm\fha_hecmsnapshot_Dec2014.parquet,clean\archived\hecm,parquet,207426,0.1978,202.56 KB,2025-03-23T11:10:51.004694+00:00,2025-03-23T11:10:51.003695+00:00
clean,fha_hecmsnapshot_Dec2015.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Dec2015.parquet,clean\archived\hecm\fha_hecmsnapshot_Dec2015.parquet,clean\archived\hecm,parquet,181331,0.1729,177.08 KB,2025-03-23T11:10:51.008035+00:00,2025-03-23T11:10:51.008035+00:00
clean,fha_hecmsnapshot_Dec2016.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Dec2016.parquet,clean\archived\hecm\fha_hecmsnapshot_Dec2016.parquet,clean\archived\hecm,parquet,194546,0.1855,189.99 KB,2025-03-23T11:10:51.012036+00:00,2025-03-23T11:10:51.012036+00:00
clean,fha_hecmsnapshot_Dec2017.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Dec2017.parquet,clean\archived\hecm\fha_hecmsnapshot_Dec2017.parquet,clean\archived\hecm,parquet,188972,0.1802,184.54 KB,2025-03-23T11:10:51.015038+00:00,2025-03-23T11:10:51.015038+00:00
clean,fha_hecmsnapshot_Dec2018.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Dec2018.parquet,clean\archived\hecm\fha_hecmsnapshot_Dec2018.parquet,clean\archived\hecm,parquet,92303,0.088,90.14 KB,2025-03-23T11:10:51.017422+00:00,2025-03-23T11:10:51.017422+00:00
clean,fha_hecmsnapshot_Dec2019.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Dec2019.parquet,clean\archived\hecm\fha_hecmsnapshot_Dec2019.parquet,clean\archived\hecm,parquet,116003,0.1106,113.28 KB,2025-03-23T11:10:51.021425+00:00,2025-03-23T11:10:51.020422+00:00
clean,fha_hecmsnapshot_Dec2020.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Dec2020.parquet,clean\archived\hecm\fha_hecmsnapshot_Dec2020.parquet,clean\archived\hecm,parquet,166459,0.1587,162.56 KB,2025-03-23T11:10:51.025425+00:00,2025-03-23T11:10:51.024424+00:00
clean,fha_hecmsnapshot_Dec2021.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Dec2021.parquet,clean\archived\hecm\fha_hecmsnapshot_Dec2021.parquet,clean\archived\hecm,parquet,194529,0.1855,189.97 KB,2025-03-23T11:10:51.029429+00:00,2025-03-23T11:10:51.028430+00:00
clean,fha_hecmsnapshot_Dec2022.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Dec2022.parquet,clean\archived\hecm\fha_hecmsnapshot_Dec2022.parquet,clean\archived\hecm,parquet,127830,0.1219,124.83 KB,2025-03-23T11:10:51.032425+00:00,2025-03-23T11:10:51.032425+00:00
clean,fha_hecmsnapshot_Dec2023.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Dec2023.parquet,clean\archived\hecm\fha_hecmsnapshot_Dec2023.parquet,clean\archived\hecm,parquet,108920,0.1039,106.37 KB,2025-03-23T11:10:51.035438+00:00,2025-03-23T11:10:51.035438+00:00
clean,fha_hecmsnapshot_Feb2012.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Feb2012.parquet,clean\archived\hecm\fha_hecmsnapshot_Feb2012.parquet,clean\archived\hecm,parquet,199752,0.1905,195.07 KB,2025-03-23T11:10:51.039960+00:00,2025-03-23T11:10:51.038958+00:00
clean,fha_hecmsnapshot_Feb2013.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Feb2013.parquet,clean\archived\hecm\fha_hecmsnapshot_Feb2013.parquet,clean\archived\hecm,parquet,181405,0.173,177.15 KB,2025-03-23T11:10:51.043961+00:00,2025-03-23T11:10:51.042959+00:00
clean,fha_hecmsnapshot_Feb2014.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Feb2014.parquet,clean\archived\hecm\fha_hecmsnapshot_Feb2014.parquet,clean\archived\hecm,parquet,218697,0.2086,213.57 KB,2025-03-23T11:10:51.048330+00:00,2025-03-23T11:10:51.047957+00:00
clean,fha_hecmsnapshot_Feb2015.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Feb2015.parquet,clean\archived\hecm\fha_hecmsnapshot_Feb2015.parquet,clean\archived\hecm,parquet,199121,0.1899,194.45 KB,2025-03-23T11:10:51.051842+00:00,2025-03-23T11:10:51.051842+00:00
clean,fha_hecmsnapshot_Feb2016.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Feb2016.parquet,clean\archived\hecm\fha_hecmsnapshot_Feb2016.parquet,clean\archived\hecm,parquet,194746,0.1857,190.18 KB,2025-03-23T11:10:51.055841+00:00,2025-03-23T11:10:51.055841+00:00
clean,fha_hecmsnapshot_Feb2017.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Feb2017.parquet,clean\archived\hecm\fha_hecmsnapshot_Feb2017.parquet,clean\archived\hecm,parquet,189343,0.1806,184.91 KB,2025-03-23T11:10:51.059159+00:00,2025-03-23T11:10:51.059159+00:00
clean,fha_hecmsnapshot_Feb2018.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Feb2018.parquet,clean\archived\hecm\fha_hecmsnapshot_Feb2018.parquet,clean\archived\hecm,parquet,210964,0.2012,206.02 KB,2025-03-23T11:10:51.062160+00:00,2025-03-23T11:10:51.062160+00:00
clean,fha_hecmsnapshot_Feb2019.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Feb2019.parquet,clean\archived\hecm\fha_hecmsnapshot_Feb2019.parquet,clean\archived\hecm,parquet,171951,0.164,167.92 KB,2025-03-23T11:10:51.066166+00:00,2025-03-23T11:10:51.066166+00:00
clean,fha_hecmsnapshot_Feb2020.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Feb2020.parquet,clean\archived\hecm\fha_hecmsnapshot_Feb2020.parquet,clean\archived\hecm,parquet,151017,0.144,147.48 KB,2025-03-23T11:10:51.069246+00:00,2025-03-23T11:10:51.069246+00:00
clean,fha_hecmsnapshot_Feb2021.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Feb2021.parquet,clean\archived\hecm\fha_hecmsnapshot_Feb2021.parquet,clean\archived\hecm,parquet,164425,0.1568,160.57 KB,2025-03-23T11:10:51.073248+00:00,2025-03-23T11:10:51.072248+00:00
clean,fha_hecmsnapshot_Feb2022.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Feb2022.parquet,clean\archived\hecm\fha_hecmsnapshot_Feb2022.parquet,clean\archived\hecm,parquet,192870,0.1839,188.35 KB,2025-03-23T11:10:51.076247+00:00,2025-03-23T11:10:51.076247+00:00
clean,fha_hecmsnapshot_Feb2023.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Feb2023.parquet,clean\archived\hecm\fha_hecmsnapshot_Feb2023.parquet,clean\archived\hecm,parquet,108956,0.1039,106.40 KB,2025-03-23T11:10:51.079510+00:00,2025-03-23T11:10:51.079510+00:00
clean,fha_hecmsnapshot_Feb2024.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Feb2024.parquet,clean\archived\hecm\fha_hecmsnapshot_Feb2024.parquet,clean\archived\hecm,parquet,100354,0.0957,98.00 KB,2025-03-23T11:10:51.082507+00:00,2025-03-23T11:10:51.081508+00:00
clean,fha_hecmsnapshot_Jan2012.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Jan2012.parquet,clean\archived\hecm\fha_hecmsnapshot_Jan2012.parquet,clean\archived\hecm,parquet,193371,0.1844,188.84 KB,2025-03-23T11:10:51.086508+00:00,2025-03-23T11:10:51.085510+00:00
clean,fha_hecmsnapshot_Jan2013.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Jan2013.parquet,clean\archived\hecm\fha_hecmsnapshot_Jan2013.parquet,clean\archived\hecm,parquet,190894,0.1821,186.42 KB,2025-03-23T11:10:51.090746+00:00,2025-03-23T11:10:51.089740+00:00
clean,fha_hecmsnapshot_Jan2014.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Jan2014.parquet,clean\archived\hecm\fha_hecmsnapshot_Jan2014.parquet,clean\archived\hecm,parquet,214988,0.205,209.95 KB,2025-03-23T11:10:51.094742+00:00,2025-03-23T11:10:51.093739+00:00
clean,fha_hecmsnapshot_Jan2015.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Jan2015.parquet,clean\archived\hecm\fha_hecmsnapshot_Jan2015.parquet,clean\archived\hecm,parquet,207358,0.1978,202.50 KB,2025-03-23T11:10:51.098960+00:00,2025-03-23T11:10:51.097740+00:00
clean,fha_hecmsnapshot_Jan2016.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Jan2016.parquet,clean\archived\hecm\fha_hecmsnapshot_Jan2016.parquet,clean\archived\hecm,parquet,171833,0.1639,167.81 KB,2025-03-23T11:10:51.101961+00:00,2025-03-23T11:10:51.101961+00:00
clean,fha_hecmsnapshot_Jan2017.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Jan2017.parquet,clean\archived\hecm\fha_hecmsnapshot_Jan2017.parquet,clean\archived\hecm,parquet,191644,0.1828,187.15 KB,2025-03-23T11:10:51.105966+00:00,2025-03-23T11:10:51.105966+00:00
clean,fha_hecmsnapshot_Jan2018.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Jan2018.parquet,clean\archived\hecm\fha_hecmsnapshot_Jan2018.parquet,clean\archived\hecm,parquet,237946,0.2269,232.37 KB,2025-03-23T11:10:51.110492+00:00,2025-03-23T11:10:51.109468+00:00
clean,fha_hecmsnapshot_Jan2019.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Jan2019.parquet,clean\archived\hecm\fha_hecmsnapshot_Jan2019.parquet,clean\archived\hecm,parquet,87533,0.0835,85.48 KB,2025-03-23T11:10:51.112485+00:00,2025-03-23T11:10:51.112485+00:00
clean,fha_hecmsnapshot_Jan2020.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Jan2020.parquet,clean\archived\hecm\fha_hecmsnapshot_Jan2020.parquet,clean\archived\hecm,parquet,168367,0.1606,164.42 KB,2025-03-23T11:10:51.116481+00:00,2025-03-23T11:10:51.116481+00:00
clean,fha_hecmsnapshot_Jan2021.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Jan2021.parquet,clean\archived\hecm\fha_hecmsnapshot_Jan2021.parquet,clean\archived\hecm,parquet,179558,0.1712,175.35 KB,2025-03-23T11:10:51.119749+00:00,2025-03-23T11:10:51.119749+00:00
clean,fha_hecmsnapshot_Jan2022.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Jan2022.parquet,clean\archived\hecm\fha_hecmsnapshot_Jan2022.parquet,clean\archived\hecm,parquet,210917,0.2011,205.97 KB,2025-03-23T11:10:51.123754+00:00,2025-03-23T11:10:51.122753+00:00
clean,fha_hecmsnapshot_Jan2023.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Jan2023.parquet,clean\archived\hecm\fha_hecmsnapshot_Jan2023.parquet,clean\archived\hecm,parquet,121123,0.1155,118.28 KB,2025-03-23T11:10:51.126747+00:00,2025-03-23T11:10:51.125744+00:00
clean,fha_hecmsnapshot_Jan2024.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Jan2024.parquet,clean\archived\hecm\fha_hecmsnapshot_Jan2024.parquet,clean\archived\hecm,parquet,107852,0.1029,105.32 KB,2025-03-23T11:10:51.129050+00:00,2025-03-23T11:10:51.129050+00:00
clean,fha_hecmsnapshot_Jul2012.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Jul2012.parquet,clean\archived\hecm\fha_hecmsnapshot_Jul2012.parquet,clean\archived\hecm,parquet,151122,0.1441,147.58 KB,2025-03-23T11:10:51.132041+00:00,2025-03-23T11:10:51.132041+00:00
clean,fha_hecmsnapshot_Jul2013.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Jul2013.parquet,clean\archived\hecm\fha_hecmsnapshot_Jul2013.parquet,clean\archived\hecm,parquet,228552,0.218,223.20 KB,2025-03-23T11:10:51.136052+00:00,2025-03-23T11:10:51.136052+00:00
clean,fha_hecmsnapshot_Jul2014.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Jul2014.parquet,clean\archived\hecm\fha_hecmsnapshot_Jul2014.parquet,clean\archived\hecm,parquet,176786,0.1686,172.64 KB,2025-03-23T11:10:51.139285+00:00,2025-03-23T11:10:51.138283+00:00
clean,fha_hecmsnapshot_Jul2015.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Jul2015.parquet,clean\archived\hecm\fha_hecmsnapshot_Jul2015.parquet,clean\archived\hecm,parquet,208761,0.1991,203.87 KB,2025-03-23T11:10:51.143285+00:00,2025-03-23T11:10:51.142285+00:00
clean,fha_hecmsnapshot_Jul2016.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Jul2016.parquet,clean\archived\hecm\fha_hecmsnapshot_Jul2016.parquet,clean\archived\hecm,parquet,159165,0.1518,155.43 KB,2025-03-23T11:10:51.146289+00:00,2025-03-23T11:10:51.146289+00:00
clean,fha_hecmsnapshot_Jul2017.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Jul2017.parquet,clean\archived\hecm\fha_hecmsnapshot_Jul2017.parquet,clean\archived\hecm,parquet,182505,0.1741,178.23 KB,2025-03-23T11:10:51.150087+00:00,2025-03-23T11:10:51.150087+00:00
clean,fha_hecmsnapshot_Jul2018.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Jul2018.parquet,clean\archived\hecm\fha_hecmsnapshot_Jul2018.parquet,clean\archived\hecm,parquet,134035,0.1278,130.89 KB,2025-03-23T11:10:51.153090+00:00,2025-03-23T11:10:51.153090+00:00
clean,fha_hecmsnapshot_Jul2019.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Jul2019.parquet,clean\archived\hecm\fha_hecmsnapshot_Jul2019.parquet,clean\archived\hecm,parquet,128279,0.1223,125.27 KB,2025-03-23T11:10:51.155089+00:00,2025-03-23T11:10:51.155089+00:00
clean,fha_hecmsnapshot_Jul2020.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Jul2020.parquet,clean\archived\hecm\fha_hecmsnapshot_Jul2020.parquet,clean\archived\hecm,parquet,170913,0.163,166.91 KB,2025-03-23T11:10:51.158088+00:00,2025-03-23T11:10:51.158088+00:00
clean,fha_hecmsnapshot_Jul2021.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Jul2021.parquet,clean\archived\hecm\fha_hecmsnapshot_Jul2021.parquet,clean\archived\hecm,parquet,168196,0.1604,164.25 KB,2025-03-23T11:10:51.162286+00:00,2025-03-23T11:10:51.161287+00:00
clean,fha_hecmsnapshot_Jul2022.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Jul2022.parquet,clean\archived\hecm\fha_hecmsnapshot_Jul2022.parquet,clean\archived\hecm,parquet,194362,0.1854,189.81 KB,2025-03-23T11:10:51.166290+00:00,2025-03-23T11:10:51.165291+00:00
clean,fha_hecmsnapshot_Jul2023.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Jul2023.parquet,clean\archived\hecm\fha_hecmsnapshot_Jul2023.parquet,clean\archived\hecm,parquet,119459,0.1139,116.66 KB,2025-03-23T11:10:51.169588+00:00,2025-03-23T11:10:51.168585+00:00
clean,fha_hecmsnapshot_Jul2024.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Jul2024.parquet,clean\archived\hecm\fha_hecmsnapshot_Jul2024.parquet,clean\archived\hecm,parquet,112348,0.1071,109.71 KB,2025-03-23T11:10:51.171583+00:00,2025-03-23T11:10:51.171583+00:00
clean,fha_hecmsnapshot_Jun2012.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Jun2012.parquet,clean\archived\hecm\fha_hecmsnapshot_Jun2012.parquet,clean\archived\hecm,parquet,189774,0.181,185.33 KB,2025-03-23T11:10:51.174580+00:00,2025-03-23T11:10:51.174580+00:00
clean,fha_hecmsnapshot_Jun2013.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Jun2013.parquet,clean\archived\hecm\fha_hecmsnapshot_Jun2013.parquet,clean\archived\hecm,parquet,215401,0.2054,210.35 KB,2025-03-23T11:10:51.177924+00:00,2025-03-23T11:10:51.177582+00:00
clean,fha_hecmsnapshot_Jun2014.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Jun2014.parquet,clean\archived\hecm\fha_hecmsnapshot_Jun2014.parquet,clean\archived\hecm,parquet,173582,0.1655,169.51 KB,2025-03-23T11:10:51.181924+00:00,2025-03-23T11:10:51.180924+00:00
clean,fha_hecmsnapshot_Jun2015.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Jun2015.parquet,clean\archived\hecm\fha_hecmsnapshot_Jun2015.parquet,clean\archived\hecm,parquet,216443,0.2064,211.37 KB,2025-03-23T11:10:51.185924+00:00,2025-03-23T11:10:51.185924+00:00
clean,fha_hecmsnapshot_Jun2016.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Jun2016.parquet,clean\archived\hecm\fha_hecmsnapshot_Jun2016.parquet,clean\archived\hecm,parquet,166076,0.1584,162.18 KB,2025-03-23T11:10:51.189189+00:00,2025-03-23T11:10:51.189189+00:00
clean,fha_hecmsnapshot_Jun2017.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Jun2017.parquet,clean\archived\hecm\fha_hecmsnapshot_Jun2017.parquet,clean\archived\hecm,parquet,198805,0.1896,194.15 KB,2025-03-23T11:10:51.192808+00:00,2025-03-23T11:10:51.192808+00:00
clean,fha_hecmsnapshot_Jun2018.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Jun2018.parquet,clean\archived\hecm\fha_hecmsnapshot_Jun2018.parquet,clean\archived\hecm,parquet,131790,0.1257,128.70 KB,2025-03-23T11:10:51.195810+00:00,2025-03-23T11:10:51.195810+00:00
clean,fha_hecmsnapshot_Jun2019.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Jun2019.parquet,clean\archived\hecm\fha_hecmsnapshot_Jun2019.parquet,clean\archived\hecm,parquet,120482,0.1149,117.66 KB,2025-03-23T11:10:51.199495+00:00,2025-03-23T11:10:51.198242+00:00
clean,fha_hecmsnapshot_Jun2020.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Jun2020.parquet,clean\archived\hecm\fha_hecmsnapshot_Jun2020.parquet,clean\archived\hecm,parquet,171160,0.1632,167.15 KB,2025-03-23T11:10:51.203016+00:00,2025-03-23T11:10:51.202007+00:00
clean,fha_hecmsnapshot_Jun2021.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Jun2021.parquet,clean\archived\hecm\fha_hecmsnapshot_Jun2021.parquet,clean\archived\hecm,parquet,165927,0.1582,162.04 KB,2025-03-23T11:10:51.206014+00:00,2025-03-23T11:10:51.206014+00:00
clean,fha_hecmsnapshot_Jun2022.parquet,data\clean\archived\hecm\fha_hecmsnapshot_Jun2022.parquet,clean\archived\hecm\fha_hecmsnapshot_Jun2022.parquet,clean\archived\hecm,parquet,220505,0.2103,215.34 KB,2025-03-23T11:10:51.211125+00:00,2025-03-23T11:10:51.211125+00:00
